b0958	-400	2.10566945000001	-17.5523829	-15.44671345	positivo
b0958	-399	2.12180290000001	-17.5420408	-15.4202379	positivo
b0958	-398	2.14771835000001	-17.5350145	-15.38729615	positivo
b0958	-397	2.17334060000001	-17.5343416	-15.361001	positivo
b0958	-396	2.20867335	-17.5511875	-15.34251415	positivo
b0958	-395	2.27178810000001	-17.5943981	-15.32261	positivo
b0958	-394	2.34825430000001	-17.6471801	-15.2989258	positivo
b0958	-393	2.39921865	-17.6768606	-15.27764195	positivo
b0958	-392	2.43370375	-17.6938795	-15.26017575	positivo
b0958	-391	2.4749537	-17.7216539	-15.2467002	positivo
b0958	-390	2.5163449	-17.7507706	-15.2344257	positivo
b0958	-389	2.5575781	-17.7776278	-15.2200497	positivo
b0958	-388	2.5842775	-17.7899512	-15.2056737	positivo
b0958	-387	2.62526250000001	-17.8070753	-15.1818128	positivo
b0958	-386	2.7033151	-17.8496091	-15.146294	positivo
b0958	-385	2.76355005	-17.8778873	-15.11433725	positivo
b0958	-384	2.80954635	-17.8998573	-15.09031095	positivo
b0958	-383	2.86361415	-17.9250905	-15.06147635	positivo
b0958	-382	2.90333419999999	-17.9360455	-15.0327113	positivo
b0958	-381	2.92954674999999	-17.933493	-15.00394625	positivo
b0958	-380	2.95053935	-17.922854	-14.97231465	positivo
b0958	-379	2.99342655	-17.927666	-14.93423945	positivo
b0958	-378	3.0349399	-17.9332639	-14.898324	positivo
b0958	-377	3.089267	-17.9528053	-14.8635383	positivo
b0958	-376	3.18618265	-18.0104145	-14.82423185	positivo
b0958	-375	3.2607071	-18.0468844	-14.7861773	positivo
b0958	-374	3.33341585	-18.085892	-14.75247615	positivo
b0958	-373	3.3873539	-18.127659	-14.7403051	positivo
b0958	-372	3.4084741	-18.1451965	-14.7367224	positivo
b0958	-371	3.45769210000001	-18.1828431	-14.725151	positivo
b0958	-370	3.52470905	-18.2319559	-14.70724685	positivo
b0958	-369	3.5688236	-18.2708957	-14.7020721	positivo
b0958	-368	3.6160153	-18.3166927	-14.7006774	positivo
b0958	-367	3.6721657	-18.3678168	-14.6956511	positivo
b0958	-366	3.7344139	-18.4227079	-14.688294	negativo
b0958	-365	3.80234805	-18.4822793	-14.67993125	negativo
b0958	-364	3.8732146	-18.5376064	-14.6643918	negativo
b0958	-363	3.92000225	-18.5661328	-14.64613055	negativo
b0958	-362	3.93189140000001	-18.5652043	-14.6333129	negativo
b0958	-361	3.92712070000001	-18.5680915	-14.6409708	negativo
b0958	-360	3.90338390000001	-18.5733773	-14.6699934	negativo
b0958	-359	3.86957560000001	-18.5658698	-14.6962942	negativo
b0958	-358	3.85241390000001	-18.5744788	-14.7220649	negativo
b0958	-357	3.82456235000001	-18.5782645	-14.75370215	negativo
b0958	-356	3.78507550000001	-18.568757	-14.7836815	negativo
b0958	-355	3.7658312	-18.5727383	-14.8069071	negativo
b0958	-354	3.77364145000001	-18.5923662	-14.81872475	negativo
b0958	-353	3.77234825000001	-18.5971895	-14.82484125	negativo
b0958	-352	3.7546058	-18.5790504	-14.8244446	negativo
b0958	-351	3.71254190000001	-18.5318624	-14.8193205	negativo
b0958	-350	3.66742715	-18.4866405	-14.81921335	negativo
b0958	-349	3.62961885	-18.4515164	-14.82189755	negativo
b0958	-348	3.5878575	-18.4103171	-14.8224596	negativo
b0958	-347	3.5499138	-18.3662193	-14.8163055	positivo
b0958	-346	3.51086665	-18.3121628	-14.80129615	positivo
b0958	-345	3.4572068	-18.2418394	-14.7846326	positivo
b0958	-344	3.3846315	-18.1483919	-14.7637604	positivo
b0958	-343	3.3195863	-18.0665497	-14.7469634	positivo
b0958	-342	3.25580235	-17.9951022	-14.73929985	positivo
b0958	-341	3.18688885	-17.9185571	-14.73166825	positivo
b0958	-340	3.1136576	-17.8409818	-14.7273242	positivo
b0958	-339	3.0356876	-17.7634065	-14.7277189	positivo
b0958	-338	2.97910295	-17.7089327	-14.72982975	positivo
